activityID,personSubjID,personObjID,action,details,placeID
1682,713.0,,been,close connections between the synthetic wool factory and the Mauthausen concentration camp since 1943.,425
1683,4396.0,,were,"20 SS men, including camp leader Karl Gieseler.",425
1684,15940.0,,written,"the following about the work that damaged her health:
I worked mostly at the spinning wheel, where a three-meter [almost ten feet] wide machine with fifty-five nozzles on either side was immersed into the spinning bath and then forced the material that was to be spun through its many arms into the nozzles.",425
1685,5224.0,,looked,for other cooperative ventures in which concentration camp labor could be used.,434
1686,13977.0,,stopped,the project because it was not important enough for the war effort.,434
1687,11217.0,,suggested,to the SS that they should cooperate in constructing a plant to process the clinker.,434
1688,11277.0,,followed,long and difficult negotiations in settling the contract for the establishment of the undertaking and the distribution of profits.,434
1689,5827.0,,is,"to be the sacred rule.” A contract was then signed on November 7, 1942, to establish the DESt Hochofenschlackenwerk (Blast Furnace Oven Slag Factory), Linz/Donau.",434
1690,5224.0,,GmbH.,,434
1691,12884.0,,negotiated,"the allocation of 6,000 prisoners for this task.",434
1692,9903.0,,was,its leader.,434
1693,2722.0,,sentenced,to death in proceedings against Eduard Dlouhy and others.,434
1694,939.0,,Three,"of the proceedings related predominantly to events in the RWHG subcamps in Linz: the proceedings against Hans Bergerhoff and others, which included the camp Lagerführer of Linz III, Karl Schöpperle, three members of the camp guard, and block and work detachment leaders.",434
1695,,13333.0,included,"Three of the proceedings related predominantly to events in the RWHG subcamps in Linz: the proceedings against Hans Bergerhoff and others, which",434
1696,626.0,,included,4 members of the camp guard as well as 2 civilian skilled workers.,434
1697,14357.0,,was,"a proceeding solely against the Rapportführer of Linz I and Linz III, Hermann Sturm.",434
1698,11217.0,,sentenced,to 15 years in jail in the subsequent United States Nuremberg Trial No.,434
1699,5224.0,,was,"an important target for the Allied air raids because of the numerous industrial concerns, first of all, the Reichswerke “Hermann Göring” (RWHG).",960
1700,5865.0,,paid,special attention to this city where he spent his youth and personally looked into issues regarding the antiaircraft defense for the civilian population.,960
1701,,5827.0,appointed,He,960
1702,6648.0,,became,obvious at the time.,960
1703,11277.0,,report,"to Himmler on February 7, 1944, that the deployment of 300 concentration camp prisoners, 30 percent of whom were skilled construction workers, was secured.",960
1704,15928.0,,was,in charge of the camp.,960
1705,3125.0,,became,responsible for the guarding of the camp on instructions of Nazi Gauleiter August Eigruber in April 1945.,960
1706,5224.0,,had,to be set up in addition to the already existing Linz I camp.,961
1707,5224.0,,support,the expansion of this iron and steel work).,961
1708,9667.0,,compared,the two RWHG camps as follows: “Camp III was in comparison to camp I like a home for the poor and the Hotel Sacher.,961
1709,16176.0,,sentenced,"to death for the murder of sick prisoners by injecting them with gasoline and executed on May 15, 1948.",961
1710,7390.0,,executed,"after being given the death sentence on May 24, 1948.",961
1711,11718.0,,became,"known as “hell in the mountains.”
On August 1, 1943, SS-Hauptsturmführer Dr. Siegbert Ramsauer became the camp doctor.",439
1712,16089.0,,served,"as commandant; in the northern Loibl concentration camp, SS-Hauptscharführer Lemmen was in charge until the end of April 1943; he was succeeded by SS-Oberscharführer Paul Gruschwitz.",439
1713,5013.0,,succeeded,by SS-Oberscharführer Paul Gruschwitz.,439
1714,1651.0,,was,in charge of the work detachments.,439
1715,14905.0,,was,the most important link to the outside world.,439
1716,5013.0,,sentenced,"to 12 years in prison, and the SS-Rapportführer of the northern camp, Karl Sachse, received 20 years.",439
1717,12605.0,,received,20 years.,439
1718,3645.0,,handed,over to the Arno Fischer Research Institute in May 1942.,558
1719,3645.0,,been,active in the Organisation Todt (OT) and was the founder of the aerodynamic research institute named after him.,558
1720,15937.0,,shot,"“trying to escape,” and on September 27, 1944, a German political prisoner was shot in “self defense” by camp leader Wilhelm Werner.",558
1721,15937.0,,was,SS-Hauptsturmführer Wilhelm Werner.,558
1722,9573.0,,had,a good relationship with the highest SS functionaries.,559
1723,9903.0,,was,"SS-Untersturmführer Fritz Miroff, who had been sent from the Leibnitz subcamp.",559
1724,15736.0,,were,under the command of the Revier-Leutnants der Schutzpolizei Franz Weber from Graz.,559
1725,4333.0,,reported,cases in which prisoners were killed in the infirmary with an injection into the heart.,559
1726,3274.0,,connected,"to the camps at the St. Lambrecht Monastery, which was also administered by Güterdirektion Admont und St. Lambrecht (Admont and St. Lambrecht Manor Administration), which was under the direction of Hubert Erhart.",653
1727,12984.0,,were,"presumably three different camp leaders, the last being SS-Unterscharführer Josef Schmidt, described as someone who “brutally beat” the prisoners.",653
1728,5827.0,,took,over control of the association.,654
1729,713.0,,provides,three explanations why the prisoners received increased rations at the rate of 2 Reichsmark (RM) per day—the costs may have been higher than those of the large kitchens in the concentration camps or the Jehovah’s Witnesses in fact received better and more costly meals at Schloss Mittersill and Schloss Lannach.,654
1730,9418.0,,opened,"on November 2, 1944, and closed on April 1, 1945, according to historian Hans Maršálek (or according to the International Tracing Service [ITS], on April 4, 1945).",682
1731,412.0,,was,"SS-Hauptscharführer Willi Auerswald, who had earlier been on duty at the Steyr-Münichholz camp.",682
1732,10981.0,,was,Anton Perschl.,682
1733,412.0,,sentenced,to death in the Dachau Trials.,682
1734,10981.0,,sentenced,in Vienna in 1952 to seven months of imprisonment.,682
1735,9418.0,,states,"that during the war mostly Type IV tanks were built here: 4,340 of the 8,209 Type IV tanks that were produced during World War II came from St. Valentin, or more than 50 percent of the total production in the German Reich.",688
1736,12886.0,,was,guarded by about 110 SS men under the command of a certain Heidingsfelder; the roll-call leader (Rapportführer) was Johann Schiller.,688
1737,,11311.0,sentenced,The Landgericht (Regional Court) Vienna,688
1738,,8796.0,sentenced,The Landgericht Munich I,688
1739,5224.0,,chosen,to build the power station at Ternberg.,712
1740,13470.0,,sent,to the subcamps at Vöcklabruck and Ternberg and eventually on to Redl-Zipf.,712
1741,12887.0,,stated,the “company commander” [Kompaniechef] was an SS-Obersturmführer Kieserle.,712
1742,4151.0,,was,the camp leader (Lagerführer) at Ternberg from the end of 1942 to May or June 1943.,712
1743,5224.0,,asked,for concentration camp prisoners to be deployed at the construction of the power station Ternberg in the spring of 1942.,752
1744,13470.0,,transferred,"to the newly opened subcamp Ternberg on May 14, 1942.",752
1745,3756.0,,were,"to be produced in a modern assembly line and with the use of special machine tools, in the mode of production developed by Henry Ford.",780
1746,9573.0,,named,the new managing director.,780
1747,,5827.0,asked,He,780
1748,13021.0,,was,SS-Hauptsturmführer Kurt Schmutzler.,780
1749,8247.0,,assigned,to SS-Scharführer Rudolf Lamm.,780
1750,14230.0,,was,the commander of the Luftwaffe soldiers.,780
1751,1898.0,,,"Several cases of torture and deliberate killings of prisoners are detailed in the eyewitness report of the former prisoners’ physician, Dr. Rudolf Busch-Waldeck.",780
1752,13021.0,,ended,"with the death penalty for the camp leader, Kurt Schmutzler; the captain of the Luftwaffe guard, Ludwig Stier; and the block leader, Alois Höllriegl.",780
1753,14230.0,,ended,"with the death penalty for the camp leader, Kurt Schmutzler; the captain of the Luftwaffe guard, Ludwig Stier; and the block leader, Alois Höllriegl.",780
1754,6079.0,,ended,"with the death penalty for the camp leader, Kurt Schmutzler; the captain of the Luftwaffe guard, Ludwig Stier; and the block leader, Alois Höllriegl.",780
1755,2775.0,,sentenced,to death in 1946 before the Vienna state court.,780
1756,8451.0,,sentenced,to death in Poland in 1947.,780
1757,1168.0,,were,the SS canine officers Bruno Blach and Dominik Gleba.,780
1758,4505.0,,were,the SS canine officers Bruno Blach and Dominik Gleba.,780
1759,4151.0,,planned,"to have about 70 SS men as guards under the command of the camp leader SS-Hauptsturmführer Anton Ganz, who later was to serve at Ebensee.",781
1760,10147.0,,was,"under the control of the Sanitätsdienstgrad (SDG) Gottlieb Muzikant, who served also in Melk and Grossraming as well as in the Mauthausen main camp.",781
1761,4151.0,,sentenced,by a Memmingen court in the 1970s to life imprisonment for crimes committed at the Ebensee subcamp.,781
1762,1968.0,,sentenced,to death by a French military court for crimes committed in Hinterbrühl and Ebensee.,781
1763,1361.0,,sentenced,by a U.S. military court to life imprisonment.,781
1764,10147.0,,arrested,"in the 1960s and received 21 life sentences from a court in Fulda in Germany, especially for crimes committed in Melk, Lower Austria.",781
1765,14988.0,,convicted,by a U.S. military court in Dachau for crimes committed on the evacuation march to Steyr.,781
1766,5571.0,,relocated,"part of its aircraft production from Rostock in northern Germany to the air base at Schwechat, close to Vienna.",966
1767,3221.0,,was,SS-Obersturmführer Erich Engelhardt.,966
1768,14315.0,,was,SS-Untersturmführer Anton Streitwieser.,966
1769,1968.0,,was,"Rapportführer Hans Bühner, who had seen service at Wiener Neustadt.",966
1770,,5571.0,resumed,"Later they were transferred to Hinterbrühl, where they",966
1771,2667.0,,tried,before the Vienna state court.,966
1772,,789.0,included,These,244
1773,11002.0,,was,Erna Petermann.,244
1774,13654.0,,hated,"the Jews in particular, however, but never beat us,” quite in contrast to her alternate, Gertrud Sieber.",244
1775,15539.0,,were,under the command of 47- year- old SS-Unterscharführer Werner Wachholz.,329
1776,2195.0,,were,around 15 Wehrmacht and SS members under the command of SS-Unterscharführer Walter Christoph.,354
1777,1315.0,,named,"after a fighter pilot, Oswald Boelcke.",526
1778,6449.0,,was,"50-year- old SS-Obersturmführer Heinrich Josten, who had arrived in Nordhausen from Auschwitz.",526
1779,6966.0,,was,"SS-Hauptscharführer Josef Kestel, who had been the Rapportführer in the Dora main camp.",526
1780,12978.0,,applied,"to SS-Obersturmführer Dr. Heinrich Schmidt, who was the camp doctor for a few weeks.",526
1781,5827.0,,wished,to convert into an SS cult site.,587
1782,11085.0,,wrote,the only known report by a survivor of the camp.,587
1783,14933.0,,died,after being sent back to the main camp.,587
1784,2914.0,,provide,a striking report on the camp.,625
1785,12994.0,,survived,.,625
1786,9669.0,,be,"tween December 21, 1944, and January 20, 1945, while “trying to escape.” This prisoner could be German Communist Hans Merker, who is said to have been a member of a resistance group in the Mittelbau camp.",625
1787,13012.0,,gave,evidence.,713
1788,1468.0,,was,"a soldier, Antonio Bortot, whose memoirs of the camp constitute the only known survivor’s report.",720
1789,6092.0,,was,under the command of SS-Obersturmführer Wilhelm Hünefeld of the SS-Führungsstab B-13.,720
1790,6648.0,,corresponds,"with a postwar statement by the Mittelbau “Arbeitseinsatzführers,” according to which the Wickerode camp was part of the SS-Führungsstab B-18, in turn, part of the SS-Gruppenführer Hans Kammler construction organization.",776
1791,11277.0,,inspected,the Bisingen concentration camp at the end of 1944 because of its high death rate.,72
1792,,5918.0,criticized,Pohl publicly and sharply,72
1793,10875.0,,came,from the Wehrmacht.,72
1794,5789.0,,accommodated,"in Darmstadt and taken daily to Bensheim-Auerbach, where they worked supposedly as drafts-men in a decommissioned tunnel of a marble quarry used by the company Dr. Hans Heymann of Darmstadt.",131
1795,2749.0,,took,over the leadership of the camp at the beginning of March 1945.,133
1796,,7891.0,described,Survivors have,133
1797,679.0,,was,"at first SS-Unterscharführer Fritz Bauer, until he was replaced, probably at the beginning of April 1945, by the Rapportführer and deputy commander of the Bisingen concentration camp, Franz Ehrmanntraut.",140
1798,3100.0,,was,"at first SS-Unterscharführer Fritz Bauer, until he was replaced, probably at the beginning of April 1945, by the Rapportführer and deputy commander of the Bisingen concentration camp, Franz Ehrmanntraut.",140
1799,,7032.0,notes,The Schömberg gendarmerie daily logbook (Geschäftstagebuch),140
1800,12809.0,,was,"the local Dotternhausen commander installed by the French military government, Alfons Scheerer (also known as Deletre or de Laitre).",140
1801,15496.0,,states,that the camp was probably completed in August 1943 and that it commenced operation then.,171
1802,13305.0,,states,that five prisoners died in the Ellwangen camp.,171
1803,5307.0,,constructed,"by the 20 prisoners from the Schömberg concentration camp, including Julien Hagenbourger, who later was prisoner recorder (Häftlingsschreiber) in the concentration camps at Erzingen and Schörzingen.",177
1804,2247.0,,abbreviated,"with the letter E, which conforms to the Dutch camp elder Jan Albertus Cleton’s prisoner population book (Häftlingsbestandsbuch), containing a list of transports.",177
1805,10581.0,,was,"SS-Oberscharführer Paul Olesch, who, according to Hagenbourger, was replaced by SS-Oberscharführer Haas.",177
1806,,12021.0,included,The accused tried in the postwar trial in Rastatt also,177
1807,,6918.0,included,The accused tried in the postwar trial in Rastatt also,177
1808,9311.0,,played,a special role at the camp.,177
1809,,1507.0,included,The prisoner hierarchy (Häftlingshierarchie),177
1810,5635.0,,was,"Bernhardus Hemmer, a Dutchman, as was camp elder (Lagerältester) Jan A. Cleton.",177
1811,16109.0,,drew,a portrait of her and Cleton; the connection was very strong.,177
1812,,4930.0,records,Cleton,177
1813,9311.0,,had,"to answer for this “accident” after the war in the Rastatt Trials, as he was accused of deliberately loosening the last screw while pipes were being unloaded at the Erzingen railway station.",177
1814,13416.0,,was,the camp commander in Frommern.,204
1815,1961.0,,managed,"the canteen, suggesting a separation between meals for the guards and the prisoners.",204
1816,7745.0,,was,"for a long period of time the camp elder, Kapo, and camp scribe.",204
1817,5592.0,,was,also probably able to prevent the worst in Frommern because of its small size.,204
1818,857.0,,revealed,"that the Geisenheim subcamp was established following a special order given by the Natzweiler commandant’s headquarters on September 26, 1944.",218
1819,106.0,,was,SS-Oberscharführer Christian Ahrens.,219
1820,1862.0,,interned,by the Allies between 1946 and circa 1948.,219
1821,857.0,,states,that this subcamp was to be established at the Dunlop factory.,282
1822,14225.0,,was,"Oberscharführer, later Hauptscharführer, Hermann Stiefel, born in 1890 in Erfurt.",295
1823,12028.0,,shown,"that the camp held 66 male prisoners, some of whom were from Yugoslavia.",300
1824,4696.0,,succeeded,in fleeing.,426
1825,1446.0,,died,on the train.,426
1826,14237.0,,received,a Merit Cross (Verdienstkreuz) from the president of the Federal Republic of Germany for the help she had given to the camp’s inmates.,426
1827,2007.0,,escaped,"on July 30, 1944; hanged on September 14, 1944) is documented.",454
1828,13218.0,,was,Max Schwaiger.,490
1829,5479.0,,displayed,sadistic behavior.,490
1830,9358.0,,confirm,"that Dr. Jean Andréis, a  [End Page pri] prisoner physician, was also in Neckarzimmern for a short time to take care of sick inmates unable to work.",496
1831,11789.0,,confirm,"that Dr. Jean Andréis, a  [End Page pri] prisoner physician, was also in Neckarzimmern for a short time to take care of sick inmates unable to work.",496
1832,269.0,,was,also in Neckarzimmern for a short time to take care of sick inmates unable to work.,496
1833,4859.0,,mentions,"Neuenbürg as a probable Natzweiler subcamp, as the prisoners could have originated from the Natzweiler Vaihingen I subcamp, while Robert Steegmann does not refer to the camp in his monograph on the Natzweiler concentration camp.",503
1834,4859.0,,mentions,"Niederbronn as a possible Natzweiler subcamp, there is no supporting evidence for this classification.",518
1835,5827.0,,ordered,the setup of a school to train female communications assistants for the SS (SS-Nachrichtenhelferinnenschule) on the property.,535
1836,12922.0,,was,"August Schlachter, who was sent to Kiev.",535
1837,13477.0,,was,"the brother of Rapportführer Wolfgang Seuss, who was responsible for the administration of the main camp.",535
1838,1895.0,,replaced,"by SS-Oberscharführer Nikolaus Busch, a native of Saarbrücken, who only remained in the position for about six or eight weeks.",535
1839,14225.0,,was,"Herman Stiefel, who came from Erfurt.",535
1840,13477.0,,tried,"by an American tribunal at Landsberg, sentenced to death, and executed.",535
1841,12157.0,,was,SS-Oberscharführer René Roman.,561
1842,4859.0,,suspects,that 1 prisoner died while serving in the subcamp.,561
1843,4859.0,,been,under the dual administration of both Natzweiler and Schirmeck-Vorbrück.,595
1844,4235.0,,took,over responsibility for construction of the test facility.,659
1845,13022.0,,was,SS-Oberscharführer Helmut Schnabel.,659
1846,16284.0,,ordered,and carried out the shooting of at least 2 prisoners who had been captured while attempting to escape.,659
1847,5908.0,,mentioned,"by the camp elder (Lagerältester), Roger Hoffmann, who kept a journal of events at the Schömberg concentration camp from March 3, 1944, until April 17, 1945.",659
1848,15704.0,,put,"into the dog pound by SS-man Reichenbach, biting wounds”; on May 31, 1944: “Matwejo shot while trying to escape.” Just between September 9 and October 11, 1944, a total of 10 prisoners escaped, of which 2 were brought back to the camp and one “drowned during the escape attempt.” A prisoner died following the amputation of his leg; another hanged himself in a shed.",659
1849,1507.0,,was,"Léon Boutbien, later highly decorated as a French Resistance fighter and doctor, who was interned at Natzweiler, Schömberg, Erzingen, and Dachau.",659
1850,5827.0,,stated,"under point three: “From the middle of January 1944, three hundred prisoners will be directed to the underground facility of the Kohle-Öl-Union von Busse KG (a subsidiary of the Göring Works) in Schörzingen near Rottweil, as the housing facilities will not be completed before this time.” Pohl wanted to ensure “that from the start it was clear, how much oil would be available to the SS from the plant’s production.” In return for providing the concentration camp prisoners, however, the SS demanded for itself the entire future production of shale oil from the plant, so that up to the beginning of February 1944 it still remained unclear how many prisoners would be made available to the KÖU.",663
1851,11277.0,,stated,"under point three: “From the middle of January 1944, three hundred prisoners will be directed to the underground facility of the Kohle-Öl-Union von Busse KG (a subsidiary of the Göring Works) in Schörzingen near Rottweil, as the housing facilities will not be completed before this time.” Pohl wanted to ensure “that from the start it was clear, how much oil would be available to the SS from the plant’s production.” In return for providing the concentration camp prisoners, however, the SS demanded for itself the entire future production of shale oil from the plant, so that up to the beginning of February 1944 it still remained unclear how many prisoners would be made available to the KÖU.",663
1852,16284.0,,Subordinated,"to him was SS-Untersturmführer Eugen Wurth, who was the commander of the 9th SS-Guard Company in Natzweiler and also the leader of the Operation Desert detachment.",663
1853,10550.0,,Subordinated,"to Wurth in turn was SS-Rottenführer Herbert Oehler, who became the subcamp commandant in Schörzingen.",663
1854,14761.0,,were,"the first to be mentioned at the Rastatt Trial, since they both “behaved like real tyrants, tormenting and torturing the inmates.” The “Journal Officiel” additionally names the Kapo Lorentz Stach (the head cook in the camp); SS-Sturmmänner Johann Dornauer and Winterbauer (as block leaders); SS-Hauptscharführer Jakob Hermann (head of the guard company); SS guards Rolf Pfefferkorn, Jakob Link, and Wolfgang Danek; and the head of the Zepfenhan work detachment, Josef Patollo, who worked for the Organisation Todt (OT).",663
1855,,14049.0,names,"Oehler and Lagerältester Walter Günther Telschow were the first to be mentioned at the Rastatt Trial, since they both “behaved like real tyrants, tormenting and torturing the inmates.” The “Journal Officiel” additionally",663
1856,2781.0,,names,"the Kapo Lorentz Stach (the head cook in the camp); SS-Sturmmänner Johann Dornauer and Winterbauer (as block leaders); SS-Hauptscharführer Jakob Hermann (head of the guard company); SS guards Rolf Pfefferkorn, Jakob Link, and Wolfgang Danek; and the head of the Zepfenhan work detachment, Josef Patollo, who worked for the Organisation Todt (OT).",663
1857,5697.0,,names,"the Kapo Lorentz Stach (the head cook in the camp); SS-Sturmmänner Johann Dornauer and Winterbauer (as block leaders); SS-Hauptscharführer Jakob Hermann (head of the guard company); SS guards Rolf Pfefferkorn, Jakob Link, and Wolfgang Danek; and the head of the Zepfenhan work detachment, Josef Patollo, who worked for the Organisation Todt (OT).",663
1858,11065.0,,names,"the Kapo Lorentz Stach (the head cook in the camp); SS-Sturmmänner Johann Dornauer and Winterbauer (as block leaders); SS-Hauptscharführer Jakob Hermann (head of the guard company); SS guards Rolf Pfefferkorn, Jakob Link, and Wolfgang Danek; and the head of the Zepfenhan work detachment, Josef Patollo, who worked for the Organisation Todt (OT).",663
1859,8783.0,,names,"the Kapo Lorentz Stach (the head cook in the camp); SS-Sturmmänner Johann Dornauer and Winterbauer (as block leaders); SS-Hauptscharführer Jakob Hermann (head of the guard company); SS guards Rolf Pfefferkorn, Jakob Link, and Wolfgang Danek; and the head of the Zepfenhan work detachment, Josef Patollo, who worked for the Organisation Todt (OT).",663
1860,2456.0,,names,"the Kapo Lorentz Stach (the head cook in the camp); SS-Sturmmänner Johann Dornauer and Winterbauer (as block leaders); SS-Hauptscharführer Jakob Hermann (head of the guard company); SS guards Rolf Pfefferkorn, Jakob Link, and Wolfgang Danek; and the head of the Zepfenhan work detachment, Josef Patollo, who worked for the Organisation Todt (OT).",663
1861,10863.0,,names,"the Kapo Lorentz Stach (the head cook in the camp); SS-Sturmmänner Johann Dornauer and Winterbauer (as block leaders); SS-Hauptscharführer Jakob Hermann (head of the guard company); SS guards Rolf Pfefferkorn, Jakob Link, and Wolfgang Danek; and the head of the Zepfenhan work detachment, Josef Patollo, who worked for the Organisation Todt (OT).",663
1862,4859.0,,accommodated,in the attic of a Luftfahrtgerätegesellschaft (Lufag) building.,670
1863,10087.0,,states,that Italian military prisoners were brought from Natzweiler to Sennheim and were first used to construct the barracks.,670
1864,,5802.0,cites,"According to Mounine, who",670
1865,16045.0,,lay,in the hands of an engineer named Nicolas Wilgé.,670
1866,15496.0,,put,October 1944 as the time when the camp opened.,679
1867,,13977.0,drawn,The existence of an unused quarry belonging to Baresel AG had,740
1868,2761.0,,spent,two months in the Vaihingen camp and left his published memoirs as a testament.,740
1869,3412.0,,consisted,"of five barrack blocks in which the women slept on bunk beds without blankets, as well as a kitchen building, an infirmary, and administration rooms.",755
1870,11592.0,,,"According to an expert report by journalist Anette Raab-Neff, the prisoners in the Walldorf subcamp were subjected to harsh treatment.",755
1871,5349.0,,recalls,":
We carried out various types of work at the airport.",755
1872,,8890.0,instituted,"In the second half of the 1970s, the Darmstadt Public Attorney’s Office",755
1873,8377.0,,supplied,"by the 6th Waffen-SS Guard Company, which was under the command of SS-Hauptsturmführer Wilhelm Lautenschlager, the commandant of the Vaihingen subcamp.",759
1874,5827.0,,issued,an instruction to the effect that a large number of soldiers unfit for field duty were to be integrated into the Waffen-SS.,759
1875,3289.0,,performed,guard duty at the Wasseralfingen camp.,759
1876,11831.0,,recalled,for his extraordinary brutality.,7
1877,11190.0,,assumed,"command on August 2, 1944.",976
1878,5810.0,,replaced,him after only about four weeks.,976
1879,,10884.0,reported,"On October 11, 1944, Oberregierungsrat Köster",976
1880,9576.0,,was,in charge of the site.,977
1881,9588.0,,was,"Erich Meissner, a German political prisoner.",977
1882,11369.0,,stated,that one’s life expectancy fell dramatically on being allocated to such a detachment.,977
1883,15574.0,,appointed,commander of the Farge subcamp.,977
1884,6664.0,,identified,"553 named victims, but the real number is likely to be higher.",977
1885,6798.0,,constructed,"the barracks camp in the meadows of Hans Katerkamp, an Obernheide farmer.",979
1886,10884.0,,reported,"the event in a letter to Max Pauly, commander of Neuengamme: “The subcamp for female concentration camp prisoners at Hindenburgkaserne, Huckelriede, which accommodated 800 female concentration camp inmates whom you allocated to me, was completely destroyed during an air raid on Bremen on September 26, 1944.",979
1887,6957.0,,recalls,":
The city was bombed almost daily.",979
1888,5810.0,,was,"Johann Hille, who was born in Tellingstedt on December 8, 1890.",979
1889,5588.0,,was,"Gertrud Heise, who was born in Berlin on July 23, 1921.",979
1890,10884.0,,suggested,"the establishment of the subcamp in a letter to Max Pauly, commandant of Neuengamme.",982
1891,5810.0,,was,"a branch camp of the Bremen-Obernheide subcamp, it remains uncertain whether Johann Hille, the camp leader (Lagerleiter) at Obernheide, was also in charge of Uphusen.",982
1892,5224.0,,was,"a key Neuengamme subcamp in the Braunschweig/Salzgitter region, built to provide labor to the armaments manufacturer Reichswerke “Hermann Göring” (RWHG).",148
1893,11217.0,,obtained,Heinrich Himmler’s permission to use concentration camp prisoners.,148
1894,,5827.0,obtained,"Planned expansion of the plant in 1942 necessitated more labor, so in a private meeting in September managing director Paul Pleiger",148
1895,5224.0,,concluded,a contract regarding Drütte.,148
1896,12796.0,,taken,over in 1942 by Reichswerke medical doctor Dr. Edmund Schauf.,148
1897,9752.0,,was,the SS medical orderly in the sick bay between May 1943 and April 1945.,148
1898,3727.0,,Forster,"; from then until the spring of 1944, SS-Hauptsturmführer Herbert Rautenberg; from then until March 1945, SS-Obersturmführer Arnold Strippel; and from then to the evacuation of the camp, SS-Obersturmführer Karl Wiedemann.",148
1899,14863.0,,Forster,"; from then until the spring of 1944, SS-Hauptsturmführer Herbert Rautenberg; from then until March 1945, SS-Obersturmführer Arnold Strippel; and from then to the evacuation of the camp, SS-Obersturmführer Karl Wiedemann.",148
1900,3764.0,,Forster,"; from then until the spring of 1944, SS-Hauptsturmführer Herbert Rautenberg; from then until March 1945, SS-Obersturmführer Arnold Strippel; and from then to the evacuation of the camp, SS-Obersturmführer Karl Wiedemann.",148
1901,11786.0,,Forster,"; from then until the spring of 1944, SS-Hauptsturmführer Herbert Rautenberg; from then until March 1945, SS-Obersturmführer Arnold Strippel; and from then to the evacuation of the camp, SS-Obersturmführer Karl Wiedemann.",148
1902,14322.0,,Forster,"; from then until the spring of 1944, SS-Hauptsturmführer Herbert Rautenberg; from then until March 1945, SS-Obersturmführer Arnold Strippel; and from then to the evacuation of the camp, SS-Obersturmführer Karl Wiedemann.",148
1903,15994.0,,Forster,"; from then until the spring of 1944, SS-Hauptsturmführer Herbert Rautenberg; from then until March 1945, SS-Obersturmführer Arnold Strippel; and from then to the evacuation of the camp, SS-Obersturmführer Karl Wiedemann.",148
1904,5515.0,,sentenced,to seven years’ imprisonment.,148
1905,13883.0,,received,"six months, and Walter Mehnert, an engineer at the factory, was sentenced to six years’ imprisonment.",148
1906,9560.0,,sentenced,to six years’ imprisonment.,148
1907,11368.0,,established,"on the initiative of leading Volkswagen chief Ferdinand Porsche after a meeting he and his son, Ferry Porsche, had with Heinrich Himmler on March 4, 1944.",985
1908,5827.0,,established,"on the initiative of leading Volkswagen chief Ferdinand Porsche after a meeting he and his son, Ferry Porsche, had with Heinrich Himmler on March 4, 1944.",985
1909,11368.0,,belonged,to Hitler’s inner circle.,985
1910,11368.0,,attempted,to increase the number of laborers in order to expand the company.,985
1911,11522.0,,commanded,the guards of both camps.,985
1912,15939.0,,commanded,the guards of both camps.,985
1913,4955.0,,were,"no German prisoners, the camp elder, Gyula Gross (later Brana Heller) and other prisoner-functionaries were Hungarian Jews.",985
1914,5613.0,,were,"no German prisoners, the camp elder, Gyula Gross (later Brana Heller) and other prisoner-functionaries were Hungarian Jews.",985
1915,11368.0,,belonged,to Hitler’s inner circle.,186
1916,2931.0,,treated,his fellow prisoners decently.,186
1917,2965.0,,conducted,"under the surveillance of the SS, VW chief architect Ernst Döring, representatives of the DAF-owned construction company Deutsche Bau AG (German Construction Corporation), and private German subcontractors.",186
1918,11522.0,,was,"SS-Hauptscharführer Johannes Pump, who also commanded the nearby VW Fallersleben camp.",186
1919,1996.0,,left,"day-to-day business to his deputy, SS-Scharführer Anton Peter Callesen, while he himself spent time in heavy drinking and sexual abuse of female prisoners from the VW Fallersleben camp.",186
1920,15939.0,,replaced,because of black marketeering by Army Hauptmann Karl Werringloer.,186
1921,6424.0,,existed,"until March 23 or 25, 1945, when, according to historian Werner Johe, the commando was most likely liberated by Allied troops.",236
1922,,14641.0,commemorate,A slate panel was erected in Goslar to,236
1923,6861.0,,Kaufmann,"and head of the Armaments Commission (Rüstungskommission, RüKo) Otto Wolff arranged for the introduction of concentration camp inmates as laborers in the Hamburg shipyards in late summer 1944.",987
1924,16213.0,,arranged,for the introduction of concentration camp inmates as laborers in the Hamburg shipyards in late summer 1944.,987
1925,15994.0,,answered,"to and were administered by the Support Center (Stützpunkt) Hamburg, which was located at the Spaldingstrasse subcamp—see Neuengamme/Hamburg-Hammerbrook (Spaldingstrasse)—and they fell under the leadership of SS-Obersturmbannführer Karl Wiedemann.",987
1926,6861.0,,arranged,for the introduction of concentration camp inmates as laborers in the Hamburg shipyards in   late summer 1944.,988
1927,16213.0,,arranged,for the introduction of concentration camp inmates as laborers in the Hamburg shipyards in   late summer 1944.,988
1928,15040.0,,died,during the bombing raid.,989
1929,6572.0,,held,in the Fuhlsbüttel subcamp.,989
1930,3102.0,,held,in the Fuhlsbüttel subcamp.,989
1931,4235.0,,formed,"at the beginning of June 1944 under the command of Edmund Geilenberg, head of the Main Committee—Munitions in the Armaments Ministry.",989
1932,14738.0,,Tegeler,.,989
1933,15994.0,,became,"the base from which all Hamburg subcamps were administered under the central leadership of SS-Obersturmbannführer Karl Wiedemann (September 1944–February 1945), followed by his successor SS-Obersturmbannführer Arnold Strippel.",991
