Index,Designation,First Name,Alt First Name,Middle Name,Last Name,Alt Last Name,Title,Place,Organization
3406,Individual,Aleksander,,,Fargel,,,,
3407,Individual,Aleksander,,,Fargiel,,,,
3408,Individual,Mois,,,Farhi,,,,
3409,Individual,Mario,,,Farinacci,,,,
3410,Individual,Aron,,,Farkas,,,,
3411,Individual,Margarete,,,Farkas,,,,
3412,Individual,Susanne,,,Farkas,,,,
3413,Individual,Ákos,,Doroghi,Farkas,,,,
3414,Individual,,,,Farkasc,,,,
3415,Individual,,,,Faschingbauer,,,,
3416,Individual,Ludwik,,,Fasman,,,,
3417,Individual,Joel,,,Fass,,,,
3418,Individual,Leizer,,,Fass,,,,
3419,Individual,,,,Fast,,,,
3420,Individual,Ludwik,,,Fastman,,,,
3421,Individual,Edward,,P.,Faulkner,,,,
3422,Individual,Daniel,,,Fauquier,,,,
3423,Individual,André-Jean,,,Faure,,,,
3424,Individual,,,,Faust,,,,
3425,Individual,Alfred,,,Faust,,,,
3426,Individual,Emil,,,Faust,,,,
3427,Individual,Hans,,,Faust,,,,
3428,Individual,Emma,,Mikelevna,Fausts,,,,
3429,Individual,Selma,,,Faver,,,,
3430,Individual,,,,Favoloro,,,,
3431,Individual,,,,Faye,,,,
3432,Individual,David,,,Fayn,,,,
3433,Individual,,,,Faško,,,,
3434,Individual,Roger,,,Febvuet,,,,
3435,Individual,Nicolae,,,Feckette,,,,
3436,Individual,,,,Feder,,,,
3437,Individual,Szaje,,,Feder,,,,
3438,Individual,Szamszon,,,Feder,,,,
3439,Individual,,,,Federman,,,,
3440,Individual,Janas,,,Federman,,,,
3441,Individual,,,,Federnel,,,,
3442,Individual,,,,Federschmidt,,,,
3443,Individual,,,,Federsel,,,,
3444,Individual,Klara,,,Fediuk,,,,
3445,Individual,Konstantin,,,Fedorenko,,,,
3446,Family,,,,Fedorovsky,,,,
3447,Individual,Arkady,,,Fedorovsky,,,,
3448,Individual,Bruno,,,Fedrowitz,,,,
3449,Individual,Sonia,,,Fefer,,,,
3450,Individual,Waldemar,,,Fegelein,,,,
3451,Individual,,,,Fegus,,,,
3452,Individual,Adolf,,,Fehrenbacher,,,,
3453,Individual,Hania,,,Feidenfron,,,,
3454,Individual,Semyon,,,Feigelman,,,,
3455,Individual,Henry,,,Feigenblatt,,,,
3456,Individual,David,,,Feigl,,,,
3457,Individual,Reinhold,,,Feiks,,,,
3458,Individual,Raymond,,,Feilbach,,,,
3459,Individual,Moszek,,,Feiman,,,,
3460,Individual,Karol,,,Fein,,,,
3461,Individual,Kai,,,Feinberg,,,,
3462,Individual,Efraim,,,Feinbron,,,,
3463,Individual,Maurice,Moritz,,Feiner,,,,
3464,Individual,Abrahamel,,,Feinman,,,,
3465,Individual,Edzia,,,Feinowa,,,,
3466,Individual,Toni,,,Feisthammer,,,,
3467,Individual,Bernice,,,Feit,,,,
3468,Individual,Pinchas-Menachem,,,Feivlovicz,,,,
3469,Individual,Robert,,,Feix,,,,
3470,Individual,Reinhold,,,Feixs,,,,
3471,Individual,József,,,Fekete,,,,
3472,Individual,Maria,,,Fekete,,,,
3473,Individual,Hans-Gustav,,,Felber,,,,
3474,Individual,Samuel,,,Felber,,,,
3475,Individual,Herbert,,von,Felbert,,,,
3476,Individual,Stephen,,,Feld,,,,
3477,Individual,Dawid,,,Feldberg,,,,
3478,Individual,Hans,,,Felden,,,,
3479,Individual,,,,Felder,,,,
3480,Individual,Paul,,,Felder,,,,
3481,Individual,Leon,,,Feldhändler,,,,
3482,Individual,Alois,,Bernhard,Feldkamp,,,,
3483,Individual,Asher,,,Feldlait,,,,
3484,Individual,,,,Feldman,,,,
3485,Family,,,,Feldman,,,,
3486,Individual,Chaim,,,Feldman,,,,
3487,Individual,Charles,,,Feldman,,,,
3488,Individual,Hans,,,Feldman,,,,
3489,Individual,Herszel,,,Feldman,,,,
3490,Individual,Hirsh,,,Feldman,,,,
3491,Individual,Israel,,,Feldman,,,,
3492,Individual,Joel,,,Feldman,,,,
3493,Individual,Lajzer,,,Feldman,,,,
3494,Individual,Litman,,,Feldman,,,,
3495,Individual,Moszek,,,Feldman,,,,
3496,Individual,Mór,,,Feldman,,,,
3497,Individual,Sara,,,Feldman,,,,
3498,Individual,Yosef,,,Feldman,,,,
3499,Individual,,,,Feldmann,,,,
3500,Individual,Ladislav,,,Feldmann,,,,
3501,Individual,,,,Feldmaus,,,,
3502,Individual,Horst,,,Felgenhauer,,,,
3503,Individual,Benjamin,,,Felgrund,,,,
3504,Individual,Henryk,,,Feliks,,,,
3505,Individual,Milan,,,Feliks,,,,
3506,Individual,,,,Felitsin,,,,
3507,Individual,Hermann,,,Felix,,,,
3508,Individual,Gustav,,Friedrich,Feller,,,,
3509,Individual,M.,,,Feller,,,,
3510,Individual,Josef,,,Fells,,,,
3511,Individual,Leibuś,,,Felman,,,,
3512,Individual,,,,Feltzman,,,,
3513,Individual,Werner,,,Fenchel,,,,
3514,Individual,,,,Fendel,,,,
3515,Individual,Alfred,,,Fendrich,,,,
3516,Individual,József,,,Fenichel,,,,
3517,Individual,,,,Fenigshtein,,,,
3518,Individual,Ignacy,,,Fenster,,,,
3519,Individual,Friedrich,,,Fenz,,,,
3520,Individual,Fritz,,,Fenz,,,,
3521,Individual,Walter,,,Fenz,,,,
3522,Individual,Oskar,,,Fercho,,,,
3523,Individual,László,,,Ferenczy,,,,
3524,Family,,,,Ferentsov,,,,
3525,Individual,Jan,,,Fereński,,,,
3526,Individual,Andreas,,,Fermer,,,,
3527,Individual,Jacq,,,Fernand,,,,
3528,Individual,,,,Ferret,,,,
3529,Individual,Alvarez,,,Ferrier,,,,
3530,Individual,Carmine,,,Ferrigno,,,,
3531,Individual,Nicola,,,Ferrigno,,,,
3532,Individual,Ida,,,Ferson,,,,
3533,Individual,Josek,,,Ferszt,,,,
3534,Individual,Julek,,,Fersztenfeld,,,,
3535,Individual,Franz,,,Fertl,,,,
3536,Individual,Jacques,,,Feschotte,,,,
3537,Individual,,,,Fessel,,,,
3538,Individual,Itzek,,,Fessel,,,,
3539,Individual,Giuditta,,,Festa,,,,
3540,Individual,Ion,,,Fetacău,,,,
3541,Individual,Jakob,,,Fetz,,,,
3542,Individual,Adolf,,,Feucht,,,,
3543,Individual,Hilda,,,Feuerlicht,,,,
3544,Individual,Meilich,,,Feuerlicht,,,,
3545,Individual,David,,,Feuerwerker,,,,
3546,Individual,,,,Feyerabend,,,,
3547,Individual,Sallo,,,Ficher,,,,
3548,Individual,Wilhelm,,,Fichthorn,,,,
3549,Individual,,,,Fichtner,,Oberleutnant Dr.,,
3550,Individual,Alexander,,,Fick,,,,
3551,Individual,Karl,,,Fick,,,,
3552,Individual,Fritz,,,Ficker,,,,
3553,Individual,Costin,,,Ficsman,,,,
3554,Individual,R.R.,,,Ficus,,,,
3555,Individual,,,,Fidel,,,,
3556,Individual,Stamphian,,,Fidelis,,,,
3557,Individual,Josef,,,Fieback,,,,
3558,Individual,,,,Fiedler,,,,
3559,Individual,Max,,,Fiedler,,,,
3560,Individual,Richard,,,Fiedler,,,,
3561,Individual,Edmund,,,Fieger,,,,
3562,Individual,Karl,,,Fiehler,,,,
3563,Individual,Curt,,,Fiesel,,,,
3564,Individual,,,,Fiffiger,Pfiffiger,,,
3565,Individual,Fritz,,,Figas,,,,
3566,Individual,Joseph,,,Figiel,,,,
3567,Individual,,,,Fignon,,,,
3568,Individual,Thomas,Nadelstecher,,Figueras,,,,
3569,Individual,Moise,,,Fihman,,,,
3570,Individual,Sulim,,,Fihman,,,,
3571,Individual,Walter,,,Fikeis,,,,
3572,Individual,Alter,,,Fiklin,,,,
3573,Individual,Galina,,,Filatova-Miaskovs’koiya,,,,
3574,Individual,,,,Filbert,,,,
3575,Individual,Alfred,,,Filbert,,,,
3576,Individual,Wilhelm,,,Filderman,,,,
3577,Individual,Emmanuel,,,Filhol,,,,
3578,Individual,,,,Filip,,,,
3579,Individual,Tabac,,,Filip,,,,
3580,Individual,Gheorghe,,,Filipaş,,,,
3581,Individual,,,,Filipchenko,,,,
3582,Individual,Miroslav,,,Filipović-Majstorović,,,,
3583,Individual,,,,Filipowicz,,,,
3584,Individual,Jan,,,Filipowicz,,,,
3585,Individual,Franz,,,Filippi,,,,
3586,Individual,Mikhail,,,Filistovich,,,,
3587,Individual,Jean,,,Filliol,,,,
3588,Individual,,,,Filonenko,,,,
3589,Family,,,,Filonovskii,,,,
3590,Individual,Aleksandr,,,Filonovskii,,,,
3591,Individual,Dvora,,,Filosoff,,,,
3592,Individual,Bogdan,,,Filov,,,,
3593,Individual,Kyrylo,,,Filyk,,,,
3594,Individual,Tamara,,,Finagina,,,,
3595,Individual,Karl,,,Findeisen,,,,
3596,Individual,Mendel,,,Finder,,,,
3597,Individual,Roman,,,Finder,,,,
3598,Individual,,,,Finger,,,,
3599,Individual,Berko/Berisz/Tsvi,,,Finger,,,,
3600,Individual,Rudolf,,,Finger,,,,
3601,Individual,V.,,,Finger,,,,
3602,Individual,Karola,,,Fings,,,,
3603,Individual,,,,Finidori,,,,
3604,Individual,Ben,,Zion,Fink,,,,
3605,Individual,Wenzel,,,Fink,,,,
3606,Individual,Itshe,,,Finkel,,,,
3607,Individual,,,,Finkelshtein,,,,
3608,Family,,,,Finkelshtein,,,,
3609,Individual,Aaron,,,Finkelstein,,,,
3610,Individual,Josek,,,Finkelstein,,,,
3611,Individual,Max,,,Finkelstein,,,,
3612,Individual,Shalom,,,Finkelstein,,,,
3613,Individual,,,,Finkelsztajn,,,,
3614,Individual,Nosyn,,,Finkelsztajn,,,,
3615,Individual,Szulim,,,Finkelsztajn,,,,
3616,Individual,,,,Finkelsztejn,,,,
3617,Family,,,,Finkelsztejn,,,,
3618,Individual,Abraham,,,Finkelsztejn,,,,
3619,Individual,Chaja,,,Finkelsztejn,,,,
3620,Individual,Hersz,,,Finkelsztejn,,,,
3621,Individual,Menachem,,,Finkelsztejn,,,,
3622,Individual,Rachela,,,Finkelsztejn-Ramotowska,,,,
3623,Individual,I.,,L.,Finkel’shtein,,,,
3624,Individual,Cesia,,,Finkiel,,,,
3625,Individual,Eliasz,,,Finkiel,,,,
3626,Individual,Lajzer,,,Finkielsztejn,,,,
3627,Family,,,,Finkler,,,,
3628,Individual,Abraham,,,Finkler,,,,
3629,Individual,Admor,,Itzhakl,Finkler,,,,
3630,Individual,,,,Finster,,,,
3631,Family,,,,Finster,,,,
3632,Individual,Ania,,,Finster,,,,
3633,Individual,Fedia,,,Finster,,,,
3634,Individual,Imre,,,Finta,,,,
3635,Individual,,,,Finucci,,,,
3636,Individual,Mendel,,,Finştein,,,,
3637,Individual,,,,Fiorenzuola,,,,
3638,Individual,Sam,,,Fireman,,,,
3639,Individual,Max,,,Firschenhaupt,,,,
3640,Individual,,,,Firsching,,,,
3641,Individual,Harry,,,First,,,,
3642,Individual,Wilhelm,,Gustav,Fisch,,,,
3643,Individual,Gábor,,,Fischbein,,,,
3644,Individual,,,,Fischer,,,,
3645,Individual,Arno,,,Fischer,,,,
3646,Individual,Emil,,,Fischer,,,,
3647,Individual,Erich,,,Fischer,,,,
3648,Individual,Franz,,Adolf,Fischer,,,,
3649,Individual,Friedrich,,,Fischer,,,,
3650,Individual,Fritz,,,Fischer,,,,
3651,Individual,Gustav,,,Fischer,,,,
3652,Individual,Hans-Joachim,,,Fischer,,,,
3653,Individual,Horst,,,Fischer,,,,
3654,Individual,Jeanne,,,Fischer,,,,
3655,Individual,Josef,,,Fischer,,,,
3656,Individual,József,,,Fischer,,,,
3657,Individual,Lili,,,Fischer,,,,
3658,Individual,Ludwig,,,Fischer,,,,
3659,Individual,Max,,,Fischer,,,,
3660,Individual,Wilhelm,,,Fischer,,,,
3661,Individual,Daniel,,,Fischgarten,,,,
3662,Individual,Markus,,,Fischleiber,,,,
3663,Individual,Bernardt,,,Fischmann,,,,
3664,Individual,Szlamek,,,Fischnitz,,,,
3665,Individual,Avraham,,,Fisher,,,,
3666,Individual,S.,,,Fisher,,,,
3667,Individual,Feiga,,,Fishkin,,,,
3668,Individual,Roza,,,Fishkina,,,,
3669,Individual,,,,Fishman,,,,
3670,Family,,,,Fishman,,,,
3671,Individual,Benjamin,,,Fishman,,,,
3672,Individual,Jehuda-Hersh,,,Fishman,,,,
3673,Individual,,,,Fiszek,,,,
3674,Individual,Szyja,,,Fiszelzon,,,,
3675,Individual,Rafał,,,Fiszer,,,,
3676,Individual,Wolf,,,Fiszer,,,,
3677,Individual,,,,Fiszman,,,,
3678,Individual,,,,Fitzke,,,,
3679,Individual,Josef,,,Fišera,,,,
3680,Individual,Dworja,,,Flajszer,,,,
3681,Individual,Ariê,,,Flaksberg,,,,
3682,Individual,Juda,,,Flamholc,,,,
3683,Individual,Isidor/Józef,,,Flanter,,,,
3684,Individual,Azryel/Azryl,,,Flaszenberg,,,,
3685,Individual,Adolf,,,Flater,,,,
3686,Individual,Isidor/Józef,,,Flatner,,,,
3687,Individual,,,,Flaum,,,,
3688,Individual,David,,,Flaum,,,,
3689,Individual,Joseph,,,Flaum,,,,
3690,Individual,Ana,,,Flaumembaum,,,,
3691,Individual,Zisla,,,Flaumienė,,,,
3692,Individual,Conrad,,,Flavian,,,,
3693,Individual,,,,Flechner,,,,
3694,Individual,Richard,,,Flechner,,,,
3695,Individual,Othmar,,,Fleckel,,,,
3696,Individual,Anton,,,Flecker,,,,
3697,Individual,Lajosne,,,Fleischer,,,,
3698,Individual,Toni,,,Fleischhauer,,,,
3699,Individual,Ifraim,,,Fleischman,,,,
3700,Individual,Gizela,Gizi,,Fleischmann,,,,
3701,Individual,Karl,,,Fleischmann,,,,
3702,Individual,Bella,,,Fleishman,,,,
3703,Individual,Wilhelm,,,Fleitmann,,,,
3704,Individual,Monia,,,Fleişer,,,,
3705,Individual,Efraim,,,Fleişman,,,,
3706,Individual,Józef,,,Fleks,,,,
3707,Individual,,,,Fleshner,,,,
3708,Individual,H. J. W.,,,Flett,,,,
3709,Individual,Jacqueline,,,Fleury,,,,
3710,Individual,Jean,,,Fleury,,,,
3711,Individual,Fayette,,J.,Flexer,,,,
3712,Individual,Karl,,,Flick,,,,
3713,Individual,Johann,,,Flieger,,,,
3714,Individual,,,,Flier,,,,
3715,Individual,Hirsh-Leib,,,Fliker,,,,
3716,Individual,Moshe,,,Flikier,,,,
3717,Individual,Peter,,,Flink,,,,
3718,Individual,Lorentz,,,Flitman,,,,
3719,Individual,Erika,,,Flocken,,,,
3720,Individual,,,,Floess,,Hauptmann Dr.,,
3721,Individual,Filip,,,Floh,,,,
3722,Individual,Friedrich,,,Flohr,,,,
3723,Individual,Georg,,,Flohr,,,,
3724,Individual,Michal,,,Flom,,,,
3725,Individual,Eugen,,,Florczak,,,,
3726,Individual,Ion,,,Florian,,,,
3727,Individual,Hermann,,,Florstedt,,,,
3728,Individual,Leon,,,Floryn,,,,
3729,Individual,Walter,,,Flos,,,,
3730,Individual,,,,Flott,,,,
3731,Individual,Antonis,,,Flountzis,,,,
3732,Individual,Moses,,,Fluger,,,,
3733,Individual,Mendel,,,Flumenbaum,,,,
3734,Individual,René,,,Flurin,,,,
3735,Individual,Karl,,,Flügel,,,,
3736,Individual,,,,Fobol,,,,
3737,Individual,,,,Foch,,,,
3738,Individual,Galeano,,,Fogar,,,,
3739,Individual,Rivka,,,Fogel,,,,
3740,Individual,Jacques,,,Fogelman,,,,
3741,Individual,Aron,,,Fogelnest,,,,
3742,Individual,Ber/Berek,,,Fogiel,,,,
3743,Individual,Hersz,,,Fogiel,,,,
3744,Individual,Keilman,,,Fogiel,,,,
3745,Individual,Rywka,,,Fogiel,,,,
3746,Individual,Ralph,,,Folkert,,,,
3747,Individual,Y.,,,Folkman,,,,
3748,Individual,Alfred,,,Follender,,,,
3749,Individual,Georg,,,Folta,,,,
3750,Individual,Richard,,,Foltis,,,,
3751,Individual,Vera,,,Foltynowa,,,,
3752,Individual,,,,Fonfara,,,,
3753,Individual,André,,,Fontaine,,,,
3754,Individual,M. R. D.,,,Foot,,,,
3755,Individual,Giuseppe,,,Foppa Pedretti,,,,
3756,Individual,Henry,,,Ford,,,,
3757,Individual,,,,Forell,,,,
3758,Individual,József,,,Forgács,,,,
3759,Individual,Alžbeta,Ungárova,,Forgáčova,,,,
3760,Individual,Bernhard Karl Waldemar,,von,Foris,,,,
3761,Individual,Chanan,,,Forman,,,,
3762,Individual,Yerukham,,,Forman,,,,
3763,Individual,Albert,,,Forster,,,,
3764,Individual,Georg-Heinrich,,,Forster,,,,
3765,Individual,Heinrich,Reich,,Forster,,,,
3766,Individual,Josef,,,Forstner,,,,
3767,Individual,,,,Fortberg,,,,
3768,Individual,Johanna,,,Forthofer,Baumann,,,
3769,Family,,,,Forti,,,,
3770,Individual,,,,Fortmann,,,,
3771,Individual,Ewald,,,Foth,,,,
3772,Individual,,,,Fouchet,,,,
3773,Individual,,,,Foulland-Buyet Gaston,,,,
3774,Individual,Otto,,,Fourmont,,,,
3775,Individual,,,,Fournier,,,,
3776,Individual,Paul,,,Fournier,,,,
3777,Individual,,,,Fourniols,,,,
3778,Individual,Esther,,,Fox,,,,
3779,Individual,Marion,,,Fox,,,,
3780,Family,,,,Foygelman,,,,
3781,Family,,,,Foà,,,,
3782,Individual,,,,Fraas,,,,
3783,Individual,Antonio,,,Frada,,,,
3784,Individual,Ernst,,,Fraenkel,,,,
3785,Individual,Karl,,,Fraenkel,,,,
3786,Individual,Johann,,,Frahm,,,,
3787,Individual,Zisu,,,Fraier,,,,
3788,Individual,Anny,,,Frajermauer,,,,
3789,Individual,Chana,,,Frajermauer,,,,
3790,Individual,Joseph,,,Frajermauer,,,,
3791,Individual,Rochama,,,Frajlich,,,,
3792,Individual,Jerichem,,,Frajman,,,,
3793,Individual,Pejsach,,,Franblau,,,,
3794,Individual,Jure,,,Francetić,,,,
3795,Individual,Giuseppe,,,Franchetti,,,,
3796,Individual,Paul,,,Franck,,,,
3797,Individual,Francisco,,,Franco,,,,
3798,Individual,Antonio,,,Francovich,,,,
3799,Individual,Mordka,,,Francuz,,,,
3800,Individual,,,,Frank,,,,
3801,Individual,Alfred,,,Frank,,,,
3802,Individual,Anne,,,Frank,,,,
3803,Individual,Berta,Metzig,,Frank,,,,
3804,Individual,H.,,,Frank,,,,
3805,Individual,Hans,,,Frank,,,,
3806,Individual,Karl,,Hermann,Frank,,,,
3807,Individual,Margot,,,Frank,,,,
3808,Individual,Mór,,,Frank,,,,
3809,Individual,Oskar,,,Frank,,,,
3810,Individual,Otto,,,Frank,,,,
3811,Individual,Karl,,Heinrich,Franke,,,,
3812,Individual,Ion,,,Frankel,,,,
3813,Individual,Leib,,,Frankel,,,,
3814,Individual,Nison,,,Frankel,,,,
3815,Individual,Paula,,,Frankel-Saltzman,,,,
3816,Individual,Richard,,,Frankenberg,,,,
3817,Individual,Lev,,,Frankfurt,,,,
3818,Individual,David,,,Frankfurter,,,,
3819,Individual,Munisz,,,Frankiel,,,,
3820,Individual,Fred,,,Frankl,,,,
3821,Individual,Mois,,Aron,Franko,,,,
3822,Individual,Stefan,,,Frankowski,,,,
3823,Individual,Juda,,,Fransman,,,,
3824,Individual,Hersz,,,Frant,,,,
3825,Individual,Michal,,,Frant,,,,
3826,Individual,Helmut,,,Frantz,,,,
3827,Individual,,,,Franz,,,,
3828,Individual,,,,Franz,,Oberarzt Dr.,,
3829,Individual,,,,Franz Vetelicki,,,,
3830,Individual,Albert,,,Franz,,,,
3831,Individual,Anton,,,Franz,,,,
3832,Individual,Frieda,,,Franz,,,,
3833,Individual,Robert,,,Franz,,,,
3834,Individual,Willi,,,Franz,,,,
3835,Individual,,,,Franzek,,,,
3836,Individual,,,,Franzen,,Hauptmann Dr.,,
3837,Individual,Karl,,,Franzen,,,,
3838,Individual,J.,,,Franzkevich,,,,
3839,Individual,André,,,François-Poncet,,,,
3840,Individual,Mario,,,Fraticelli,,,,
3841,Individual,William,,O.,Frederick,,,,
3842,Individual,,,,Fredrychowitz,,,,
3843,Individual,Oscar,,,Freedman,,,,
3844,Individual,Karl,,,Frees,,,,
3845,Individual,Charlotte,,,Fregin,,,,
3846,Individual,,,,Frei,,Oberst Dr.,,
3847,Individual,Alfons,,,Frei,,,,
3848,Individual,Dov,,,Freiberg,,,,
3849,Individual,Miroslav,,Salom,Freiberger,,,,
3850,Individual,,,,Freik,,,,
3851,Individual,Pinkas,,,Freilich,,,,
3852,Individual,Solomon,,,Freiman,,,,
3853,Individual,,,,Freimeier,,,,
3854,Individual,Célestin,,,Freinet,,,,
3855,Individual,Alois,,,Freiseisen,,,,
3856,Brothers,,,,Freisinger,,,,
3857,Individual,Carl,,,Freitag,,,,
3858,Individual,Eliezer,,,Freiwilig,,,,
3859,Individual,Aron,,,Frenkel,,,,
3860,Individual,Icek,,,Frenkel,,,,
3861,Individual,Leib,,,Frenkel,,,,
3862,Individual,Nison,,,Frenkel,,,,
3863,Individual,,,,Frenkiel,,,,
3864,Individual,Majer,,,Frenkiel,,,,
3865,Individual,Yosl/Willek,,,Frenkiel,,,,
3866,Individual,,,,Frenzel,,,,
3867,Individual,Ernst,,,Fresdorf,,,,
3868,Individual,Adolf,,,Frese,,,,
3869,Individual,Heinrich,,,Fresemann,,,,
3870,Individual,Simeon,,,Frestecico,,,,
3871,Individual,Anna,,,Freter,,,,
3872,Individual,Karl,,,Freter,,,,
3873,Individual,Pierre,,,Freudenreich,,,,
3874,Individual,,,,Freudenthal,,,,
3875,Individual,Carl,,,Freudenthal,,,,
3876,Individual,Ozjasz,,,Freudenthal,,,,
3877,Individual,Armin,,,Freudmann,,,,
3878,Individual,,,,Freumovits,,,,
3879,Individual,,,,Freund,,,,
3880,Individual,Alexander,,,Freund,,,,
3881,Individual,Aron,,,Freund,,,,
3882,Individual,Hersch,,,Freund,,,,
3883,Individual,Hildegard,,,Freund,,,,
3884,Individual,Johanna,,,Freund,,,,
3885,Individual,Zsigmond,,,Freund,,,,
3886,Individual,Alois,,Wendelin,Frey,,,,
3887,Individual,Friedrich,,,Frey,,,,
3888,Individual,Georg,,,Frey,,,,
3889,Individual,Karl,,,Frey,,,,
3890,Individual,Ulrich,,,Frey,,,,
3891,Individual,,,von,Frey,,Oberstleutnant Dr.,,
3892,Individual,Manye,,,Freydkin,,,,
3893,Individual,Shimon,,,Freydkin,,,,
3894,Individual,Otto,,,Freyer,,,,
3895,Individual,,,,Freys,,,,
3896,Individual,,,,Freytag,,,,
3897,Individual,Ivan,,Vojtech,Fric,,,,
3898,Individual,,,,Fricher,,,,
3899,Individual,,,,Frick,,,,
3900,Individual,Wilhelm,,,Frick,,,,
3901,Individual,Szachne,,,Frid,,,,
3902,Individual,Yaacov-Asher,,,Fridenshtein,,,,
3903,Individual,Maurice,,,Fridlander,,,,
3904,Individual,Lyubov’,,,Fridliand,,,,
3905,Individual,Vera,,,Fridliand,,,,
3906,Individual,,,,Fridman,,,,
3907,Individual,Hirsz,,,Fridman,,,,
3908,Individual,Jankiel,,,Fridrich,,,,
3909,Individual,Roza,,,Fridson,,,,
3910,Individual,Ernst,,,Friebe,,,,
3911,Individual,,,,Frieber,,,,
3912,Individual,,,,Fried,,,,
3913,Individual,Hedi,,,Fried,,,,
3914,Individual,Isaak,,,Fried,,,,
3915,Individual,Moritz,,Israel,Fried,,,,
3916,Individual,Shirley,,,Fried,,,,
3917,Individual,Edmund,,von,Friedberg,,,,
3918,Individual,,,,Friedburg,,,,
3919,Individual,Fritz,,,Friedel,,,,
3920,Individual,,,,Friedemann,,,,
3921,Individual,Abraham,Armin,,Frieder,,,,
3922,Individual,Maks,,,Friedhofer,,,,
3923,Individual,,,,Friedl,,,,
3924,Individual,Ernst,,,Friedland,,,,
3925,Individual,Tauba,,,Friedlich,,,,
3926,Individual,,,,Friedländer,,,,
3927,Individual,Friedrich,,,Friedländer,,,,
3928,Individual,Ljudevit,,,Friedländer,,,,
3929,Individual,Nada,,,Friedländer,,,,
3930,Individual,,,,Friedman,,,,
3931,Family,,,,Friedman,,,,
3932,Individual,Chaykel,,,Friedman,,,,
3933,Individual,Frieda,,,Friedman,,,,
3934,Individual,Izrael,,,Friedman,,,,
3935,Individual,Joseph,,,Friedman,,,,
3936,Individual,Marton,,,Friedman,,,,
3937,Individual,Michael,,,Friedman,,,,
3938,Individual,Motle,,,Friedman,,,,
3939,Individual,Norbert,,,Friedman,,,,
3940,Individual,Rafael,,,Friedman,,,,
3941,Individual,Raya,,,Friedman,,,,
3942,Individual,Sarah,,,Friedman,,,,
3943,Individual,Tolca,,,Friedman,,,,
3944,Individual,Aleksander,,,Friedmann,,,,
3945,Individual,Bronisława,,,Friedmann,,,,
3946,Individual,Chil,Yechiel,,Friedmann,,,,
3947,Individual,David,,,Friedmann,,,,
3948,Individual,Dezsö,,Fejes,Friedmann,,,,
3949,Individual,Elżbieta,,,Friedmann,,,,
3950,Individual,,,,Friedrich,,,,
3951,Individual,Alexander,,,Friedrich,,,,
3952,Individual,Gerhard,,,Friedrich,,,,
3953,Individual,Otto,,,Friedrich,,,,
3954,Individual,Richard,,,Friedrich,,,,
3955,Individual,Hans,,,Friedrichs,,,,
3956,Individual,Konrad,,,Friedrichsen,,,,
3957,Individual,A.,,,Friedsohn,,,,
3958,Individual,,,,Friehofer,,,,
3959,Individual,,,,Fries,,,,
3960,Individual,Kalman,,,Fries,,,,
3961,Individual,Oskar,,,Friese,,,,
3962,Individual,,,,Frihofer,,,,
3963,Individual,Livia,,,Frim,,,,
3964,Individual,Chaim,,,Frimel,,,,
3965,Individual,Moshe,,,Frimel,,,,
3966,Individual,Yaakow,,Hersh,Frimer,,,,
3967,Individual,Kalman,,,Fris,,,,
3968,Individual,Eugen,,,Frisch,,,,
3969,Individual,Ludwig,,,Frisch,,,,
3970,Individual,Shayke,,,Frisch,,,,
3971,Individual,Aharon,,,Frischling,,,,
3972,Individual,Szymon,,,Friss,,,,
3973,Individual,,,,Fritsch,,,,
3974,Individual,Eugen,,,Fritsch,,,,
3975,Individual,,,,Fritsche,,,,
3976,Individual,,,,Fritz,,,,
3977,Individual,Edwin,,,Fritz,,,,
3978,Individual,Helmuth,,,Fritz,,,,
3979,Individual,Theodor,,,Fritz,,,,
3980,Individual,Karl,,,Fritzsch,,,,
3981,Individual,Helmut,,,Fritzsche,,,,
3982,Individual,Icek,,Chaim,Frochtman,,,,
3983,Individual,,,,Froese,,,,
3984,Individual,Herta,,,Frohlich,,,,
3985,Individual,,,,Frohnauer,,,,
3986,Individual,Wilhelm,,,Frohne,,,,
3987,Individual,,,,Frohwann,,,,
3988,Individual,,,,Fromm,,,,
3989,Individual,Friedrich,,,Fromm,,,,
3990,Individual,Ernst,,,Fromme,,,,
3991,Individual,Fritz,,,Fronoher,,,,
3992,Individual,Robert,,,Frost,,,,
3993,Individual,Haskell,,,Frostig,,,,
3994,Individual,,,,Frucht,,,,
3995,Individual,Hans,,,Fruechte,,,,
3996,Individual,,,,Frumenkov,,,,
3997,Individual,Josef,,,Fruyt,,,,
3998,Individual,Varian,,,Fry,,,,
3999,Individual,,,,Fryda,,,,
4000,Individual,Lejnus,,,Frydental,,,,
4001,Individual,Zalman,,,Frydlender,,,,
4002,Individual,Abram,,,Frydlewski,,,,
4003,Family,,,,Frydman,,,,
4004,Individual,Dawid,,,Frydman,,,,
4005,Individual,Icek,,,Frydman,,,,
4006,Individual,Jankiel,,,Frydman,,,,
4007,Individual,K.,,,Frydman,,,,
4008,Individual,Szlama,,,Frydman,,,,
4009,Individual,Wolf,,,Frydman,,,,
4010,Individual,Zelig,,,Frydman,,,,
4011,Individual,Abram,,,Frydmann,,,,
4012,Individual,Lolek,,,Frydmann,,,,
4013,Individual,Moszek,,,Frydrych,,,,
4014,Individual,Jankiel,,,Frymer,,,,
4015,Individual,,,,Frymer,,,,
